code,date,decision,ALDnBS
510880.SS,2018-04-27A,Empty,
510880.SS,2018-04-27C,Empty,
510880.SS,2018-05-02A,Empty,
510880.SS,2018-05-02C,Empty,
510880.SS,2018-05-03A,Long,
510880.SS,2018-05-03C,Long,
510880.SS,2018-05-04A,Long,
510880.SS,2018-05-04C,Long,
510880.SS,2018-05-07A,Long,
510880.SS,2018-05-07C,Long,
510880.SS,2018-05-08A,Long,
510880.SS,2018-05-08C,Long,
510880.SS,2018-05-09A,Long,
510880.SS,2018-05-09C,Long,
510880.SS,2018-05-10A,Long,
510880.SS,2018-05-10C,Long,
510880.SS,2018-05-11A,Long,
510880.SS,2018-05-11C,Long,
510880.SS,2018-05-14A,Long,
510880.SS,2018-05-14C,Long,
510880.SS,2018-05-15A,Long,
510880.SS,2018-05-15C,Long,
510880.SS,2018-05-16A,Long,
510880.SS,2018-05-16C,Long,
510880.SS,2018-05-17A,Long,
510880.SS,2018-05-17C,Long,
510880.SS,2018-05-18A,Long,
510880.SS,2018-05-18C,Long,
510880.SS,2018-05-21A,Long,
510880.SS,2018-05-21C,Long,
510880.SS,2018-05-22A,Long,
510880.SS,2018-05-22C,Long,
510880.SS,2018-05-23A,Long,
510880.SS,2018-05-23C,Empty,
510880.SS,2018-05-24A,Empty,
510880.SS,2018-05-24C,Empty,
510880.SS,2018-05-25A,Empty,
510880.SS,2018-05-25C,Empty,
510880.SS,2018-05-28A,Empty,
510880.SS,2018-05-28C,Empty,
510880.SS,2018-05-29A,Empty,
510880.SS,2018-05-29C,Empty,
510880.SS,2018-05-30A,Empty,
510880.SS,2018-05-30C,Empty,
510880.SS,2018-05-31A,Empty,
510880.SS,2018-05-31C,Empty,
510880.SS,2018-06-01A,Empty,
510880.SS,2018-06-01C,Empty,
510880.SS,2018-06-04A,Empty,
510880.SS,2018-06-04C,Long,
510880.SS,2018-06-05A,Long,
510880.SS,2018-06-05C,Long,
510880.SS,2018-06-06A,Long,
510880.SS,2018-06-06C,Long,
510880.SS,2018-06-07A,Long,
510880.SS,2018-06-07C,Empty,
510880.SS,2018-06-08A,Empty,
510880.SS,2018-06-08C,Empty,
510880.SS,2018-06-11A,Empty,
510880.SS,2018-06-11C,Empty,
510880.SS,2018-06-12A,Empty,
510880.SS,2018-06-12C,Empty,
510880.SS,2018-06-13A,Empty,
510880.SS,2018-06-13C,Empty,
510880.SS,2018-06-14A,Empty,
510880.SS,2018-06-14C,Empty,
510880.SS,2018-06-15A,Empty,
510880.SS,2018-06-15C,Empty,
510880.SS,2018-06-19A,Empty,
510880.SS,2018-06-19C,Empty,
510880.SS,2018-06-20A,Empty,
510880.SS,2018-06-20C,Empty,
510880.SS,2018-06-21A,Empty,
510880.SS,2018-06-21C,Empty,
510880.SS,2018-06-22A,Empty,
510880.SS,2018-06-22C,Empty,
510880.SS,2018-06-25A,Empty,
510880.SS,2018-06-25C,Empty,
510880.SS,2018-06-26A,Empty,
510880.SS,2018-06-26C,Empty,
510880.SS,2018-06-27A,Empty,
510880.SS,2018-06-27C,Empty,
510880.SS,2018-06-28A,Empty,
510880.SS,2018-06-28C,Empty,
510880.SS,2018-06-29A,Empty,
510880.SS,2018-06-29C,Empty,
510880.SS,2018-07-02A,Empty,
510880.SS,2018-07-02C,Empty,
510880.SS,2018-07-03A,Empty,
510880.SS,2018-07-03C,Empty,
510880.SS,2018-07-04A,Empty,
510880.SS,2018-07-04C,Empty,
510880.SS,2018-07-05A,Empty,
510880.SS,2018-07-05C,Empty,
510880.SS,2018-07-06A,Empty,
510880.SS,2018-07-06C,Empty,
510880.SS,2018-07-09A,Empty,
510880.SS,2018-07-09C,Long,
510880.SS,2018-07-10A,Long,
510880.SS,2018-07-10C,Long,
510880.SS,2018-07-11A,Empty,
510880.SS,2018-07-11C,Long,
510880.SS,2018-07-12A,Long,
510880.SS,2018-07-12C,Long,
510880.SS,2018-07-13A,Long,
510880.SS,2018-07-13C,Long,
510880.SS,2018-07-16A,Long,
510880.SS,2018-07-16C,Long,
510880.SS,2018-07-17A,Long,
510880.SS,2018-07-17C,Long,
510880.SS,2018-07-18A,Long,
510880.SS,2018-07-18C,Long,
510880.SS,2018-07-19A,Long,
510880.SS,2018-07-19C,Long,
510880.SS,2018-07-20A,Long,
510880.SS,2018-07-20C,Long,
510880.SS,2018-07-23A,Long,
510880.SS,2018-07-23C,Long,
510880.SS,2018-07-24A,Long,
510880.SS,2018-07-24C,Long,
510880.SS,2018-07-25A,Long,
510880.SS,2018-07-25C,Long,
510880.SS,2018-07-26A,Long,
510880.SS,2018-07-26C,Long,
510880.SS,2018-07-27A,Long,
510880.SS,2018-07-27C,Long,
510880.SS,2018-07-30A,Long,
510880.SS,2018-07-30C,Long,
510880.SS,2018-07-31A,Long,
510880.SS,2018-07-31C,Long,
510880.SS,2018-08-01A,Long,
510880.SS,2018-08-01C,Empty,
510880.SS,2018-08-02A,Empty,
510880.SS,2018-08-02C,Empty,
510880.SS,2018-08-03A,Empty,
510880.SS,2018-08-03C,Empty,
510880.SS,2018-08-06A,Empty,
510880.SS,2018-08-06C,Empty,
510880.SS,2018-08-07A,Empty,
510880.SS,2018-08-07C,Empty,
510880.SS,2018-08-08A,Empty,
510880.SS,2018-08-08C,Empty,
510880.SS,2018-08-09A,Empty,
510880.SS,2018-08-09C,Long,
510880.SS,2018-08-10A,Long,
510880.SS,2018-08-10C,Empty,
510880.SS,2018-08-13A,Empty,
510880.SS,2018-08-13C,Empty,
510880.SS,2018-08-14A,Empty,
510880.SS,2018-08-14C,Empty,
510880.SS,2018-08-15A,Empty,
510880.SS,2018-08-15C,Empty,
510880.SS,2018-08-16A,Empty,
510880.SS,2018-08-16C,Empty,
510880.SS,2018-08-17A,Empty,
510880.SS,2018-08-17C,Empty,
510880.SS,2018-08-20A,Empty,
510880.SS,2018-08-20C,Empty,
510880.SS,2018-08-21A,Empty,
510880.SS,2018-08-21C,Empty,
510880.SS,2018-08-22A,Long,
510880.SS,2018-08-22C,Empty,
510880.SS,2018-08-23A,Empty,
510880.SS,2018-08-23C,Long,
510880.SS,2018-08-24A,Long,
510880.SS,2018-08-24C,Long,
510880.SS,2018-08-27A,Long,
510880.SS,2018-08-27C,Long,
510880.SS,2018-08-28A,Long,
510880.SS,2018-08-28C,Long,
510880.SS,2018-08-29A,Long,
510880.SS,2018-08-29C,Long,
510880.SS,2018-08-30A,Long,
510880.SS,2018-08-30C,Long,
510880.SS,2018-08-31A,Long,
510880.SS,2018-08-31C,Long,
510880.SS,2018-09-03A,Long,
510880.SS,2018-09-03C,Empty,
510880.SS,2018-09-04A,Empty,
510880.SS,2018-09-04C,Long,
510880.SS,2018-09-05A,Long,
510880.SS,2018-09-05C,Empty,
510880.SS,2018-09-06A,Empty,
510880.SS,2018-09-06C,Empty,
510880.SS,2018-09-07A,Empty,
510880.SS,2018-09-07C,Empty,
510880.SS,2018-09-10A,Empty,
510880.SS,2018-09-10C,Empty,
510880.SS,2018-09-11A,Empty,
510880.SS,2018-09-11C,Empty,
510880.SS,2018-09-12A,Empty,
510880.SS,2018-09-12C,Empty,
510880.SS,2018-09-13A,Empty,
510880.SS,2018-09-13C,Long,
510880.SS,2018-09-14A,Long,
510880.SS,2018-09-14C,Long,
510880.SS,2018-09-17A,Long,
510880.SS,2018-09-17C,Empty,
510880.SS,2018-09-18A,Empty,
510880.SS,2018-09-18C,Long,
510880.SS,2018-09-19A,Long,
510880.SS,2018-09-19C,Long,
510880.SS,2018-09-20A,Long,
510880.SS,2018-09-20C,Long,
510880.SS,2018-09-21A,Long,
510880.SS,2018-09-21C,Long,
510880.SS,2018-09-25A,Long,
510880.SS,2018-09-25C,Long,
510880.SS,2018-09-26A,Long,
510880.SS,2018-09-26C,Long,
510880.SS,2018-09-27A,Long,
510880.SS,2018-09-27C,Long,
510880.SS,2018-09-28A,Long,
510880.SS,2018-09-28C,Long,
510880.SS,2018-10-08A,Long,
510880.SS,2018-10-08C,Empty,
510880.SS,2018-10-09A,Empty,
510880.SS,2018-10-09C,Empty,
510880.SS,2018-10-10A,Empty,
510880.SS,2018-10-10C,Empty,
510880.SS,2018-10-11A,Empty,
510880.SS,2018-10-11C,Empty,
510880.SS,2018-10-12A,Empty,
510880.SS,2018-10-12C,Empty,
510880.SS,2018-10-15A,Empty,
510880.SS,2018-10-15C,Empty,
510880.SS,2018-10-16A,Empty,
510880.SS,2018-10-16C,Empty,
510880.SS,2018-10-17A,Empty,
510880.SS,2018-10-17C,Empty,
510880.SS,2018-10-18A,Empty,
510880.SS,2018-10-18C,Empty,
510880.SS,2018-10-19A,Empty,
510880.SS,2018-10-19C,Empty,
510880.SS,2018-10-22A,Empty,
510880.SS,2018-10-22C,Long,
510880.SS,2018-10-23A,Long,
510880.SS,2018-10-23C,Empty,
510880.SS,2018-10-24A,Empty,
510880.SS,2018-10-24C,Long,
510880.SS,2018-10-25A,Empty,
510880.SS,2018-10-25C,Long,
510880.SS,2018-10-26A,Long,
510880.SS,2018-10-26C,Long,
510880.SS,2018-10-29A,Long,
510880.SS,2018-10-29C,Empty,
510880.SS,2018-10-30A,Empty,
510880.SS,2018-10-30C,Empty,
510880.SS,2018-10-31A,Empty,
510880.SS,2018-10-31C,Long,
510880.SS,2018-11-01A,Long,
510880.SS,2018-11-01C,Long,
510880.SS,2018-11-02A,Long,
510880.SS,2018-11-02C,Long,
510880.SS,2018-11-05A,Long,
510880.SS,2018-11-05C,Long,
510880.SS,2018-11-06A,Long,
510880.SS,2018-11-06C,Long,
510880.SS,2018-11-07A,Long,
510880.SS,2018-11-07C,Long,
510880.SS,2018-11-08A,Long,
510880.SS,2018-11-08C,Long,
510880.SS,2018-11-09A,Empty,
510880.SS,2018-11-09C,Empty,
510880.SS,2018-11-12A,Empty,
510880.SS,2018-11-12C,Long,
510880.SS,2018-11-13A,Empty,
510880.SS,2018-11-13C,Long,
510880.SS,2018-11-14A,Long,
510880.SS,2018-11-14C,Empty,
510880.SS,2018-11-15A,Empty,
510880.SS,2018-11-15C,Long,
510880.SS,2018-11-16A,Long,
510880.SS,2018-11-16C,Long,
510880.SS,2018-11-19A,Long,
510880.SS,2018-11-19C,Long,
510880.SS,2018-11-20A,Long,
510880.SS,2018-11-20C,Empty,
510880.SS,2018-11-21A,Empty,
510880.SS,2018-11-21C,Empty,
510880.SS,2018-11-22A,Empty,
510880.SS,2018-11-22C,Empty,
510880.SS,2018-11-23A,Empty,
510880.SS,2018-11-23C,Empty,
510880.SS,2018-11-26A,Empty,
510880.SS,2018-11-26C,Empty,
510880.SS,2018-11-27A,Empty,
510880.SS,2018-11-27C,Empty,
510880.SS,2018-11-28A,Empty,
510880.SS,2018-11-28C,Empty,
510880.SS,2018-11-29A,Empty,
510880.SS,2018-11-29C,Empty,
510880.SS,2018-11-30A,Empty,
510880.SS,2018-11-30C,Empty,
510880.SS,2018-12-03A,Long,
510880.SS,2018-12-03C,Long,
510880.SS,2018-12-04A,Long,
510880.SS,2018-12-04C,Long,
510880.SS,2018-12-05A,Long,
510880.SS,2018-12-05C,Long,
510880.SS,2018-12-06A,Long,
510880.SS,2018-12-06C,Empty,
510880.SS,2018-12-07A,Empty,
510880.SS,2018-12-07C,Long,
510880.SS,2018-12-10A,Empty,
510880.SS,2018-12-10C,Empty,
510880.SS,2018-12-11A,Empty,
510880.SS,2018-12-11C,Empty,
510880.SS,2018-12-12A,Long,
510880.SS,2018-12-12C,Long,
510880.SS,2018-12-13A,Long,
510880.SS,2018-12-13C,Long,
510880.SS,2018-12-14A,Long,
510880.SS,2018-12-14C,Long,
510880.SS,2018-12-17A,Long,
510880.SS,2018-12-17C,Long,
510880.SS,2018-12-18A,Long,
510880.SS,2018-12-18C,Long,
510880.SS,2018-12-19A,Long,
510880.SS,2018-12-19C,Empty,
510880.SS,2018-12-20A,Empty,
510880.SS,2018-12-20C,Empty,
510880.SS,2018-12-21A,Empty,
510880.SS,2018-12-21C,Empty,
510880.SS,2018-12-24A,Empty,
510880.SS,2018-12-24C,Empty,
510880.SS,2018-12-25A,Empty,
510880.SS,2018-12-25C,Empty,
510880.SS,2018-12-26A,Empty,
510880.SS,2018-12-26C,Empty,
510880.SS,2018-12-27A,Empty,
510880.SS,2018-12-27C,Empty,
510880.SS,2018-12-28A,Empty,
510880.SS,2018-12-28C,Empty,
510880.SS,2019-01-02A,Empty,
510880.SS,2019-01-02C,Empty,
510880.SS,2019-01-03A,Empty,
510880.SS,2019-01-03C,Empty,
510880.SS,2019-01-04A,Empty,
510880.SS,2019-01-04C,Empty,
510880.SS,2019-01-07A,Empty,
510880.SS,2019-01-07C,Long,
510880.SS,2019-01-08A,Long,
510880.SS,2019-01-08C,Long,
510880.SS,2019-01-09A,Long,
510880.SS,2019-01-09C,Long,
510880.SS,2019-01-10A,Long,
510880.SS,2019-01-10C,Long,
510880.SS,2019-01-11A,Long,
510880.SS,2019-01-11C,Long,
510880.SS,2019-01-14A,Long,
510880.SS,2019-01-14C,Long,
510880.SS,2019-01-15A,Long,
510880.SS,2019-01-15C,Long,
510880.SS,2019-01-16A,Long,
510880.SS,2019-01-16C,Long,
510880.SS,2019-01-17A,Long,
510880.SS,2019-01-17C,Long,
510880.SS,2019-01-18A,Long,
510880.SS,2019-01-18C,Long,
510880.SS,2019-01-21A,Long,
510880.SS,2019-01-21C,Long,
510880.SS,2019-01-22A,Long,
510880.SS,2019-01-22C,Long,
510880.SS,2019-01-23A,Long,
510880.SS,2019-01-23C,Long,
510880.SS,2019-01-24A,Long,
510880.SS,2019-01-24C,Long,
510880.SS,2019-01-25A,Long,
510880.SS,2019-01-25C,Long,
510880.SS,2019-01-28A,Long,
510880.SS,2019-01-28C,Long,
510880.SS,2019-01-29A,Long,
510880.SS,2019-01-29C,Long,
510880.SS,2019-01-30A,Long,
510880.SS,2019-01-30C,Long,
510880.SS,2019-01-31A,Long,
510880.SS,2019-01-31C,Long,
510880.SS,2019-02-01A,Long,
510880.SS,2019-02-01C,Long,
510880.SS,2019-02-11A,Long,
510880.SS,2019-02-11C,Long,
510880.SS,2019-02-12A,Long,
510880.SS,2019-02-12C,Long,
510880.SS,2019-02-13A,Long,
510880.SS,2019-02-13C,Long,
510880.SS,2019-02-14A,Long,
510880.SS,2019-02-14C,Long,
510880.SS,2019-02-15A,Long,
510880.SS,2019-02-15C,Long,
510880.SS,2019-02-18A,Long,
510880.SS,2019-02-18C,Long,
510880.SS,2019-02-19A,Long,
510880.SS,2019-02-19C,Long,
510880.SS,2019-02-20A,Long,
510880.SS,2019-02-20C,Long,
510880.SS,2019-02-21A,Long,
510880.SS,2019-02-21C,Long,
510880.SS,2019-02-22A,Long,
510880.SS,2019-02-22C,Long,
510880.SS,2019-02-25A,Long,
510880.SS,2019-02-25C,Long,
510880.SS,2019-02-26A,Long,
510880.SS,2019-02-26C,Long,
510880.SS,2019-02-27A,Long,
510880.SS,2019-02-27C,Long,
510880.SS,2019-02-28A,Long,
510880.SS,2019-02-28C,Long,
510880.SS,2019-03-01A,Long,
510880.SS,2019-03-01C,Long,
510880.SS,2019-03-04A,Long,
510880.SS,2019-03-04C,Long,
510880.SS,2019-03-05A,Long,
510880.SS,2019-03-05C,Long,
510880.SS,2019-03-06A,Long,
510880.SS,2019-03-06C,Long,
510880.SS,2019-03-07A,Long,
510880.SS,2019-03-07C,Long,
510880.SS,2019-03-08A,Long,
510880.SS,2019-03-08C,Empty,
510880.SS,2019-03-11A,Empty,
510880.SS,2019-03-11C,Empty,
510880.SS,2019-03-12A,Empty,
510880.SS,2019-03-12C,Long,
510880.SS,2019-03-13A,Long,
510880.SS,2019-03-13C,Empty,
510880.SS,2019-03-14A,Empty,
510880.SS,2019-03-14C,Empty,
510880.SS,2019-03-15A,Empty,
510880.SS,2019-03-15C,Empty,
510880.SS,2019-03-18A,Empty,
510880.SS,2019-03-18C,Long,
510880.SS,2019-03-19A,Long,
510880.SS,2019-03-19C,Long,
510880.SS,2019-03-20A,Long,
510880.SS,2019-03-20C,Long,
510880.SS,2019-03-21A,Long,
510880.SS,2019-03-21C,Long,
510880.SS,2019-03-22A,Long,
510880.SS,2019-03-22C,Long,
510880.SS,2019-03-25A,Empty,
510880.SS,2019-03-25C,Empty,
510880.SS,2019-03-26A,Empty,
510880.SS,2019-03-26C,Empty,
510880.SS,2019-03-27A,Empty,
510880.SS,2019-03-27C,Empty,
510880.SS,2019-03-28A,Empty,
510880.SS,2019-03-28C,Empty,
510880.SS,2019-03-29A,Empty,
510880.SS,2019-03-29C,Long,
510880.SS,2019-04-01A,Long,
510880.SS,2019-04-01C,Long,
510880.SS,2019-04-02A,Long,
510880.SS,2019-04-02C,Long,
510880.SS,2019-04-03A,Long,
510880.SS,2019-04-03C,Long,
510880.SS,2019-04-04A,Long,
510880.SS,2019-04-04C,Long,
510880.SS,2019-04-08A,Long,
510880.SS,2019-04-08C,Long,
510880.SS,2019-04-09A,Long,
510880.SS,2019-04-09C,Long,
510880.SS,2019-04-10A,Long,
510880.SS,2019-04-10C,Long,
510880.SS,2019-04-11A,Long,
510880.SS,2019-04-11C,Long,
510880.SS,2019-04-12A,Long,
510880.SS,2019-04-12C,Empty,
510880.SS,2019-04-15A,Long,
510880.SS,2019-04-15C,Empty,
510880.SS,2019-04-16A,Empty,
510880.SS,2019-04-16C,Long,
510880.SS,2019-04-17A,Long,
510880.SS,2019-04-17C,Long,
510880.SS,2019-04-18A,Long,
510880.SS,2019-04-18C,Empty,
510880.SS,2019-04-19A,Empty,
510880.SS,2019-04-19C,Empty,
510880.SS,2019-04-22A,Empty,
510880.SS,2019-04-22C,Empty,
510880.SS,2019-04-23A,Empty,
510880.SS,2019-04-23C,Empty,
510880.SS,2019-04-24A,Empty,
510880.SS,2019-04-24C,Empty,
510880.SS,2019-04-25A,Empty,
510880.SS,2019-04-25C,Empty,
510880.SS,2019-04-26A,Empty,
510880.SS,2019-04-26C,Empty,
510880.SS,2019-05-06A,Empty,
510880.SS,2019-05-06C,Empty,
510880.SS,2019-05-07A,Empty,
510880.SS,2019-05-07C,Empty,
510880.SS,2019-05-08A,Empty,
510880.SS,2019-05-08C,Empty,
510880.SS,2019-05-09A,Empty,
510880.SS,2019-05-09C,Empty,
510880.SS,2019-05-10A,Empty,
510880.SS,2019-05-10C,Empty,
510880.SS,2019-05-13A,Empty,
510880.SS,2019-05-13C,Empty,
510880.SS,2019-05-14A,Empty,
510880.SS,2019-05-14C,Empty,
510880.SS,2019-05-15A,Empty,
510880.SS,2019-05-15C,Empty,
510880.SS,2019-05-16A,Empty,
510880.SS,2019-05-16C,Long,
510880.SS,2019-05-17A,Long,
510880.SS,2019-05-17C,Empty,
510880.SS,2019-05-20A,Empty,
510880.SS,2019-05-20C,Empty,
510880.SS,2019-05-21A,Empty,
510880.SS,2019-05-21C,Empty,
510880.SS,2019-05-22A,Empty,
510880.SS,2019-05-22C,Empty,
510880.SS,2019-05-23A,Empty,
510880.SS,2019-05-23C,Empty,
510880.SS,2019-05-24A,Empty,
510880.SS,2019-05-24C,Empty,
510880.SS,2019-05-27A,Empty,
510880.SS,2019-05-27C,Long,
510880.SS,2019-05-28A,Long,
510880.SS,2019-05-28C,Long,
510880.SS,2019-05-29A,Long,
510880.SS,2019-05-29C,Long,
510880.SS,2019-05-30A,Long,
510880.SS,2019-05-30C,Long,
510880.SS,2019-05-31A,Long,
510880.SS,2019-05-31C,Long,
510880.SS,2019-06-03A,Long,
510880.SS,2019-06-03C,Long,
510880.SS,2019-06-04A,Long,
510880.SS,2019-06-04C,Empty,
510880.SS,2019-06-05A,Long,
510880.SS,2019-06-05C,Long,
510880.SS,2019-06-06A,Long,
510880.SS,2019-06-06C,Empty,
510880.SS,2019-06-10A,Empty,
510880.SS,2019-06-10C,Long,
510880.SS,2019-06-11A,Long,
510880.SS,2019-06-11C,Long,
510880.SS,2019-06-12A,Long,
510880.SS,2019-06-12C,Long,
510880.SS,2019-06-13A,Long,
510880.SS,2019-06-13C,Long,
510880.SS,2019-06-14A,Long,
510880.SS,2019-06-14C,Empty,
510880.SS,2019-06-17A,Empty,
510880.SS,2019-06-17C,Long,
510880.SS,2019-06-18A,Long,
510880.SS,2019-06-18C,Long,
510880.SS,2019-06-19A,Long,
510880.SS,2019-06-19C,Long,
510880.SS,2019-06-20A,Long,
510880.SS,2019-06-20C,Long,
510880.SS,2019-06-21A,Long,
510880.SS,2019-06-21C,Long,
510880.SS,2019-06-24A,Long,
510880.SS,2019-06-24C,Long,
510880.SS,2019-06-25A,Long,
510880.SS,2019-06-25C,Long,
510880.SS,2019-06-26A,Long,
510880.SS,2019-06-26C,Long,
510880.SS,2019-06-27A,Long,
510880.SS,2019-06-27C,Long,
510880.SS,2019-06-28A,Long,
510880.SS,2019-06-28C,Long,
510880.SS,2019-07-01A,Long,
510880.SS,2019-07-01C,Long,
510880.SS,2019-07-02A,Long,
510880.SS,2019-07-02C,Long,
510880.SS,2019-07-03A,Long,
510880.SS,2019-07-03C,Long,
510880.SS,2019-07-04A,Long,
510880.SS,2019-07-04C,Long,
510880.SS,2019-07-05A,Long,
510880.SS,2019-07-05C,Long,
510880.SS,2019-07-08A,Long,
510880.SS,2019-07-08C,Empty,
510880.SS,2019-07-09A,Empty,
510880.SS,2019-07-09C,Empty,
510880.SS,2019-07-10A,Empty,
510880.SS,2019-07-10C,Empty,
510880.SS,2019-07-11A,Empty,
510880.SS,2019-07-11C,Empty,
510880.SS,2019-07-12A,Empty,
510880.SS,2019-07-12C,Empty,
510880.SS,2019-07-15A,Empty,
510880.SS,2019-07-15C,Empty,
510880.SS,2019-07-16A,Empty,
510880.SS,2019-07-16C,Empty,
510880.SS,2019-07-17A,Empty,
510880.SS,2019-07-17C,Empty,
510880.SS,2019-07-18A,Empty,
510880.SS,2019-07-18C,Empty,
510880.SS,2019-07-19A,Empty,
510880.SS,2019-07-19C,Empty,
510880.SS,2019-07-22A,Empty,
510880.SS,2019-07-22C,Empty,
510880.SS,2019-07-23A,Empty,
510880.SS,2019-07-23C,Empty,
510880.SS,2019-07-24A,Empty,
510880.SS,2019-07-24C,Long,
510880.SS,2019-07-25A,Long,
510880.SS,2019-07-25C,Long,
510880.SS,2019-07-26A,Long,
510880.SS,2019-07-26C,Long,
510880.SS,2019-07-29A,Long,
510880.SS,2019-07-29C,Long,
510880.SS,2019-07-30A,Long,
510880.SS,2019-07-30C,Long,
510880.SS,2019-07-31A,Long,
510880.SS,2019-07-31C,Long,
510880.SS,2019-08-01A,Long,
510880.SS,2019-08-01C,Empty,
510880.SS,2019-08-02A,Empty,
510880.SS,2019-08-02C,Empty,
510880.SS,2019-08-05A,Empty,
510880.SS,2019-08-05C,Empty,
510880.SS,2019-08-06A,Empty,
510880.SS,2019-08-06C,Empty,
510880.SS,2019-08-07A,Empty,
510880.SS,2019-08-07C,Empty,
510880.SS,2019-08-08A,Empty,
510880.SS,2019-08-08C,Empty,
510880.SS,2019-08-09A,Empty,
510880.SS,2019-08-09C,Empty,
510880.SS,2019-08-12A,Empty,
510880.SS,2019-08-12C,Empty,
510880.SS,2019-08-13A,Empty,
510880.SS,2019-08-13C,Empty,
510880.SS,2019-08-14A,Long,
510880.SS,2019-08-14C,Empty,
510880.SS,2019-08-15A,Empty,
510880.SS,2019-08-15C,Long,
510880.SS,2019-08-16A,Long,
510880.SS,2019-08-16C,Long,
510880.SS,2019-08-19A,Long,
510880.SS,2019-08-19C,Long,
510880.SS,2019-08-20A,Long,
510880.SS,2019-08-20C,Long,
510880.SS,2019-08-21A,Long,
510880.SS,2019-08-21C,Long,
510880.SS,2019-08-22A,Long,
510880.SS,2019-08-22C,Long,
510880.SS,2019-08-23A,Long,
510880.SS,2019-08-23C,Long,
510880.SS,2019-08-26A,Empty,
510880.SS,2019-08-26C,Long,
510880.SS,2019-08-27A,Long,
510880.SS,2019-08-27C,Long,
510880.SS,2019-08-28A,Long,
510880.SS,2019-08-28C,Long,
510880.SS,2019-08-29A,Long,
510880.SS,2019-08-29C,Long,
510880.SS,2019-08-30A,Long,
510880.SS,2019-08-30C,Empty,
510880.SS,2019-09-02A,Empty,
510880.SS,2019-09-02C,Long,
510880.SS,2019-09-03A,Long,
510880.SS,2019-09-03C,Long,
510880.SS,2019-09-04A,Long,
510880.SS,2019-09-04C,Long,
510880.SS,2019-09-05A,Long,
510880.SS,2019-09-05C,Long,
510880.SS,2019-09-06A,Long,
510880.SS,2019-09-06C,Long,
510880.SS,2019-09-09A,Long,
510880.SS,2019-09-09C,Long,
510880.SS,2019-09-10A,Long,
510880.SS,2019-09-10C,Long,
510880.SS,2019-09-11A,Long,
510880.SS,2019-09-11C,Long,
510880.SS,2019-09-12A,Long,
510880.SS,2019-09-12C,Long,
510880.SS,2019-09-16A,Long,
510880.SS,2019-09-16C,Long,
510880.SS,2019-09-17A,Long,
510880.SS,2019-09-17C,Empty,
510880.SS,2019-09-18A,Empty,
510880.SS,2019-09-18C,Empty,
510880.SS,2019-09-19A,Empty,
510880.SS,2019-09-19C,Empty,
510880.SS,2019-09-20A,Empty,
510880.SS,2019-09-20C,Empty,
510880.SS,2019-09-23A,Empty,
510880.SS,2019-09-23C,Empty,
510880.SS,2019-09-24A,Empty,
510880.SS,2019-09-24C,Empty,
510880.SS,2019-09-25A,Empty,
510880.SS,2019-09-25C,Empty,
510880.SS,2019-09-26A,Empty,
510880.SS,2019-09-26C,Empty,
510880.SS,2019-09-27A,Empty,
510880.SS,2019-09-27C,Empty,
510880.SS,2019-09-30A,Empty,
510880.SS,2019-09-30C,Empty,
510880.SS,2019-10-08A,Empty,
510880.SS,2019-10-08C,Empty,
510880.SS,2019-10-09A,Empty,
510880.SS,2019-10-09C,Empty,
510880.SS,2019-10-10A,Empty,
510880.SS,2019-10-10C,Long,
510880.SS,2019-10-11A,Long,
510880.SS,2019-10-11C,Long,
510880.SS,2019-10-14A,Long,
510880.SS,2019-10-14C,Long,
510880.SS,2019-10-15A,Long,
510880.SS,2019-10-15C,Long,
510880.SS,2019-10-16A,Long,
510880.SS,2019-10-16C,Long,
510880.SS,2019-10-17A,Long,
510880.SS,2019-10-17C,Long,
510880.SS,2019-10-18A,Long,
510880.SS,2019-10-18C,Empty,
510880.SS,2019-10-21A,Empty,
510880.SS,2019-10-21C,Empty,
510880.SS,2019-10-22A,Empty,
510880.SS,2019-10-22C,Empty,
510880.SS,2019-10-23A,Empty,
510880.SS,2019-10-23C,Empty,
510880.SS,2019-10-24A,Empty,
510880.SS,2019-10-24C,Empty,
510880.SS,2019-10-25A,Empty,
510880.SS,2019-10-25C,Empty,
510880.SS,2019-10-28A,Empty,
510880.SS,2019-10-28C,Long,
510880.SS,2019-10-29A,Long,
510880.SS,2019-10-29C,Empty,
510880.SS,2019-10-30A,Empty,
510880.SS,2019-10-30C,Empty,
510880.SS,2019-10-31A,Empty,
510880.SS,2019-10-31C,Empty,
510880.SS,2019-11-01A,Empty,
510880.SS,2019-11-01C,Empty,
510880.SS,2019-11-04A,Empty,
510880.SS,2019-11-04C,Long,
510880.SS,2019-11-05A,Long,
510880.SS,2019-11-05C,Long,
510880.SS,2019-11-06A,Long,
510880.SS,2019-11-06C,Empty,
510880.SS,2019-11-07A,Empty,
510880.SS,2019-11-07C,Long,
510880.SS,2019-11-08A,Long,
510880.SS,2019-11-08C,Empty,
510880.SS,2019-11-11A,Empty,
510880.SS,2019-11-11C,Empty,
510880.SS,2019-11-12A,Empty,
510880.SS,2019-11-12C,Empty,
510880.SS,2019-11-13A,Empty,
510880.SS,2019-11-13C,Empty,
510880.SS,2019-11-14A,Empty,
510880.SS,2019-11-14C,Empty,
510880.SS,2019-11-15A,Empty,
510880.SS,2019-11-15C,Empty,
510880.SS,2019-11-18A,Empty,
510880.SS,2019-11-18C,Empty,
