code,date,decision,ALDnBS
510880.SS,2013-09-25C,Empty,
510880.SS,2013-09-26A,Empty,
510880.SS,2013-09-26C,Empty,
510880.SS,2013-09-27A,Empty,
510880.SS,2013-09-27C,Empty,
510880.SS,2013-09-30A,Empty,
510880.SS,2013-09-30C,Empty,
510880.SS,2013-10-08A,Empty,
510880.SS,2013-10-08C,Empty,
510880.SS,2013-10-09A,Empty,
510880.SS,2013-10-09C,Empty,
510880.SS,2013-10-10A,Empty,
510880.SS,2013-10-10C,Empty,
510880.SS,2013-10-11A,Empty,
510880.SS,2013-10-11C,Empty,
510880.SS,2013-10-14A,Empty,
510880.SS,2013-10-14C,Empty,
510880.SS,2013-10-15A,Empty,
510880.SS,2013-10-15C,Empty,
510880.SS,2013-10-16A,Empty,
510880.SS,2013-10-16C,Empty,
510880.SS,2013-10-17A,Empty,
510880.SS,2013-10-17C,Empty,
510880.SS,2013-10-18A,Empty,
510880.SS,2013-10-18C,Empty,
510880.SS,2013-10-21A,Empty,
510880.SS,2013-10-21C,Long,
510880.SS,2013-10-22A,Long,
510880.SS,2013-10-22C,Empty,
510880.SS,2013-10-23A,Empty,
510880.SS,2013-10-23C,Empty,
510880.SS,2013-10-24A,Empty,
510880.SS,2013-10-24C,Empty,
510880.SS,2013-10-25A,Empty,
510880.SS,2013-10-25C,Empty,
510880.SS,2013-10-28A,Empty,
510880.SS,2013-10-28C,Empty,
510880.SS,2013-10-29A,Empty,
510880.SS,2013-10-29C,Empty,
510880.SS,2013-10-30A,Long,
510880.SS,2013-10-30C,Long,
510880.SS,2013-10-31A,Long,
510880.SS,2013-10-31C,Long,
510880.SS,2013-11-01A,Long,
510880.SS,2013-11-01C,Long,
510880.SS,2013-11-04A,Long,
510880.SS,2013-11-04C,Long,
510880.SS,2013-11-05A,Long,
510880.SS,2013-11-05C,Long,
510880.SS,2013-11-06A,Long,
510880.SS,2013-11-06C,Empty,
510880.SS,2013-11-07A,Empty,
510880.SS,2013-11-07C,Empty,
510880.SS,2013-11-08A,Empty,
510880.SS,2013-11-08C,Empty,
510880.SS,2013-11-11A,Empty,
510880.SS,2013-11-11C,Empty,
510880.SS,2013-11-12A,Empty,
510880.SS,2013-11-12C,Empty,
510880.SS,2013-11-13A,Empty,
510880.SS,2013-11-13C,Empty,
510880.SS,2013-11-14A,Empty,
510880.SS,2013-11-14C,Empty,
510880.SS,2013-11-15A,Empty,
510880.SS,2013-11-15C,Empty,
510880.SS,2013-11-18A,Long,
510880.SS,2013-11-18C,Long,
510880.SS,2013-11-19A,Long,
510880.SS,2013-11-19C,Long,
510880.SS,2013-11-20A,Long,
510880.SS,2013-11-20C,Long,
510880.SS,2013-11-21A,Long,
510880.SS,2013-11-21C,Long,
510880.SS,2013-11-22A,Long,
510880.SS,2013-11-22C,Long,
510880.SS,2013-11-25A,Long,
510880.SS,2013-11-25C,Long,
510880.SS,2013-11-26A,Long,
510880.SS,2013-11-26C,Empty,
510880.SS,2013-11-27A,Empty,
510880.SS,2013-11-27C,Long,
510880.SS,2013-11-28A,Long,
510880.SS,2013-11-28C,Long,
510880.SS,2013-11-29A,Long,
510880.SS,2013-11-29C,Long,
510880.SS,2013-12-02A,Long,
510880.SS,2013-12-02C,Long,
510880.SS,2013-12-03A,Long,
510880.SS,2013-12-03C,Long,
510880.SS,2013-12-04A,Long,
510880.SS,2013-12-04C,Long,
510880.SS,2013-12-05A,Long,
510880.SS,2013-12-05C,Long,
510880.SS,2013-12-06A,Long,
510880.SS,2013-12-06C,Long,
510880.SS,2013-12-09A,Long,
510880.SS,2013-12-09C,Long,
510880.SS,2013-12-10A,Long,
510880.SS,2013-12-10C,Long,
510880.SS,2013-12-11A,Long,
510880.SS,2013-12-11C,Empty,
510880.SS,2013-12-12A,Empty,
510880.SS,2013-12-12C,Empty,
510880.SS,2013-12-13A,Empty,
510880.SS,2013-12-13C,Empty,
510880.SS,2013-12-16A,Empty,
510880.SS,2013-12-16C,Empty,
510880.SS,2013-12-17A,Empty,
510880.SS,2013-12-17C,Empty,
510880.SS,2013-12-18A,Empty,
510880.SS,2013-12-18C,Empty,
510880.SS,2013-12-19A,Empty,
510880.SS,2013-12-19C,Empty,
510880.SS,2013-12-20A,Empty,
510880.SS,2013-12-20C,Empty,
510880.SS,2013-12-23A,Empty,
510880.SS,2013-12-23C,Empty,
510880.SS,2013-12-24A,Empty,
510880.SS,2013-12-24C,Empty,
510880.SS,2013-12-25A,Empty,
510880.SS,2013-12-25C,Empty,
510880.SS,2013-12-26A,Empty,
510880.SS,2013-12-26C,Empty,
510880.SS,2013-12-27A,Empty,
510880.SS,2013-12-27C,Empty,
510880.SS,2013-12-30A,Empty,
510880.SS,2013-12-30C,Empty,
510880.SS,2013-12-31A,Empty,
510880.SS,2013-12-31C,Long,
510880.SS,2014-01-02A,Long,
510880.SS,2014-01-02C,Empty,
510880.SS,2014-01-03A,Empty,
510880.SS,2014-01-03C,Empty,
510880.SS,2014-01-06A,Empty,
510880.SS,2014-01-06C,Empty,
510880.SS,2014-01-07A,Empty,
510880.SS,2014-01-07C,Empty,
510880.SS,2014-01-08A,Empty,
510880.SS,2014-01-08C,Empty,
510880.SS,2014-01-09A,Empty,
510880.SS,2014-01-09C,Empty,
510880.SS,2014-01-10A,Empty,
510880.SS,2014-01-10C,Empty,
510880.SS,2014-01-13A,Empty,
510880.SS,2014-01-13C,Empty,
510880.SS,2014-01-14A,Empty,
510880.SS,2014-01-14C,Empty,
510880.SS,2014-01-15A,Empty,
510880.SS,2014-01-15C,Empty,
510880.SS,2014-01-16A,Empty,
510880.SS,2014-01-16C,Empty,
510880.SS,2014-01-17A,Long,
510880.SS,2014-01-17C,Empty,
510880.SS,2014-01-20A,Empty,
510880.SS,2014-01-20C,Empty,
510880.SS,2014-01-21A,Long,
510880.SS,2014-01-21C,Empty,
510880.SS,2014-01-22A,Empty,
510880.SS,2014-01-22C,Long,
510880.SS,2014-01-23A,Long,
510880.SS,2014-01-23C,Long,
510880.SS,2014-01-24A,Long,
510880.SS,2014-01-24C,Long,
510880.SS,2014-01-27A,Long,
510880.SS,2014-01-27C,Long,
510880.SS,2014-01-28A,Long,
510880.SS,2014-01-28C,Long,
510880.SS,2014-01-29A,Long,
510880.SS,2014-01-29C,Long,
510880.SS,2014-01-30A,Long,
510880.SS,2014-01-30C,Long,
510880.SS,2014-02-07A,Long,
510880.SS,2014-02-07C,Long,
510880.SS,2014-02-10A,Long,
510880.SS,2014-02-10C,Long,
510880.SS,2014-02-11A,Long,
510880.SS,2014-02-11C,Long,
510880.SS,2014-02-12A,Long,
510880.SS,2014-02-12C,Long,
510880.SS,2014-02-13A,Long,
510880.SS,2014-02-13C,Long,
510880.SS,2014-02-14A,Long,
510880.SS,2014-02-14C,Long,
510880.SS,2014-02-17A,Long,
510880.SS,2014-02-17C,Long,
510880.SS,2014-02-18A,Long,
510880.SS,2014-02-18C,Long,
510880.SS,2014-02-19A,Long,
510880.SS,2014-02-19C,Long,
510880.SS,2014-02-20A,Long,
510880.SS,2014-02-20C,Long,
510880.SS,2014-02-21A,Long,
510880.SS,2014-02-21C,Long,
510880.SS,2014-02-24A,Empty,
510880.SS,2014-02-24C,Empty,
510880.SS,2014-02-25A,Empty,
510880.SS,2014-02-25C,Empty,
510880.SS,2014-02-26A,Empty,
510880.SS,2014-02-26C,Empty,
510880.SS,2014-02-27A,Empty,
510880.SS,2014-02-27C,Empty,
510880.SS,2014-02-28A,Empty,
510880.SS,2014-02-28C,Empty,
510880.SS,2014-03-03A,Empty,
510880.SS,2014-03-03C,Empty,
510880.SS,2014-03-04A,Empty,
510880.SS,2014-03-04C,Empty,
510880.SS,2014-03-05A,Empty,
510880.SS,2014-03-05C,Empty,
510880.SS,2014-03-06A,Empty,
510880.SS,2014-03-06C,Empty,
510880.SS,2014-03-07A,Empty,
510880.SS,2014-03-07C,Empty,
510880.SS,2014-03-10A,Empty,
510880.SS,2014-03-10C,Empty,
510880.SS,2014-03-11A,Empty,
510880.SS,2014-03-11C,Empty,
510880.SS,2014-03-12A,Empty,
510880.SS,2014-03-12C,Empty,
510880.SS,2014-03-13A,Empty,
510880.SS,2014-03-13C,Empty,
510880.SS,2014-03-14A,Empty,
510880.SS,2014-03-14C,Empty,
510880.SS,2014-03-17A,Empty,
510880.SS,2014-03-17C,Long,
510880.SS,2014-03-18A,Long,
510880.SS,2014-03-18C,Long,
510880.SS,2014-03-19A,Long,
510880.SS,2014-03-19C,Empty,
510880.SS,2014-03-20A,Empty,
510880.SS,2014-03-20C,Empty,
510880.SS,2014-03-21A,Empty,
510880.SS,2014-03-21C,Long,
510880.SS,2014-03-24A,Long,
510880.SS,2014-03-24C,Long,
510880.SS,2014-03-25A,Long,
510880.SS,2014-03-25C,Long,
510880.SS,2014-03-26A,Long,
510880.SS,2014-03-26C,Long,
510880.SS,2014-03-27A,Long,
510880.SS,2014-03-27C,Long,
510880.SS,2014-03-28A,Long,
510880.SS,2014-03-28C,Long,
510880.SS,2014-03-31A,Long,
510880.SS,2014-03-31C,Empty,
510880.SS,2014-04-01A,Empty,
510880.SS,2014-04-01C,Long,
510880.SS,2014-04-02A,Long,
510880.SS,2014-04-02C,Long,
510880.SS,2014-04-03A,Long,
510880.SS,2014-04-03C,Empty,
510880.SS,2014-04-04A,Empty,
510880.SS,2014-04-04C,Long,
510880.SS,2014-04-08A,Long,
510880.SS,2014-04-08C,Long,
510880.SS,2014-04-09A,Long,
510880.SS,2014-04-09C,Long,
510880.SS,2014-04-10A,Long,
510880.SS,2014-04-10C,Long,
510880.SS,2014-04-11A,Long,
510880.SS,2014-04-11C,Long,
510880.SS,2014-04-14A,Long,
510880.SS,2014-04-14C,Long,
510880.SS,2014-04-15A,Long,
510880.SS,2014-04-15C,Long,
510880.SS,2014-04-16A,Empty,
510880.SS,2014-04-16C,Empty,
510880.SS,2014-04-17A,Empty,
510880.SS,2014-04-17C,Empty,
510880.SS,2014-04-18A,Empty,
510880.SS,2014-04-18C,Empty,
510880.SS,2014-04-21A,Empty,
510880.SS,2014-04-21C,Empty,
510880.SS,2014-04-22A,Empty,
510880.SS,2014-04-22C,Empty,
510880.SS,2014-04-23A,Empty,
510880.SS,2014-04-23C,Empty,
510880.SS,2014-04-24A,Empty,
510880.SS,2014-04-24C,Empty,
510880.SS,2014-04-25A,Empty,
510880.SS,2014-04-25C,Empty,
510880.SS,2014-04-28A,Empty,
510880.SS,2014-04-28C,Empty,
510880.SS,2014-04-29A,Empty,
510880.SS,2014-04-29C,Empty,
510880.SS,2014-04-30A,Empty,
510880.SS,2014-04-30C,Empty,
510880.SS,2014-05-05A,Empty,
510880.SS,2014-05-05C,Empty,
510880.SS,2014-05-06A,Empty,
510880.SS,2014-05-06C,Empty,
510880.SS,2014-05-07A,Empty,
510880.SS,2014-05-07C,Empty,
510880.SS,2014-05-08A,Empty,
510880.SS,2014-05-08C,Empty,
510880.SS,2014-05-09A,Empty,
510880.SS,2014-05-09C,Empty,
510880.SS,2014-05-12A,Empty,
510880.SS,2014-05-12C,Long,
510880.SS,2014-05-13A,Long,
510880.SS,2014-05-13C,Long,
510880.SS,2014-05-14A,Long,
510880.SS,2014-05-14C,Long,
510880.SS,2014-05-15A,Long,
510880.SS,2014-05-15C,Empty,
510880.SS,2014-05-16A,Empty,
510880.SS,2014-05-16C,Empty,
510880.SS,2014-05-19A,Empty,
510880.SS,2014-05-19C,Empty,
510880.SS,2014-05-20A,Empty,
510880.SS,2014-05-20C,Empty,
510880.SS,2014-05-21A,Empty,
510880.SS,2014-05-21C,Long,
510880.SS,2014-05-22A,Long,
510880.SS,2014-05-22C,Empty,
510880.SS,2014-05-23A,Empty,
510880.SS,2014-05-23C,Long,
510880.SS,2014-05-26A,Long,
510880.SS,2014-05-26C,Long,
510880.SS,2014-05-27A,Long,
510880.SS,2014-05-27C,Long,
510880.SS,2014-05-28A,Long,
510880.SS,2014-05-28C,Long,
510880.SS,2014-05-29A,Long,
510880.SS,2014-05-29C,Long,
510880.SS,2014-05-30A,Long,
510880.SS,2014-05-30C,Long,
510880.SS,2014-06-03A,Long,
510880.SS,2014-06-03C,Empty,
510880.SS,2014-06-04A,Empty,
510880.SS,2014-06-04C,Empty,
510880.SS,2014-06-05A,Empty,
510880.SS,2014-06-05C,Long,
510880.SS,2014-06-06A,Empty,
510880.SS,2014-06-06C,Empty,
510880.SS,2014-06-09A,Empty,
510880.SS,2014-06-09C,Empty,
510880.SS,2014-06-10A,Empty,
510880.SS,2014-06-10C,Long,
510880.SS,2014-06-11A,Long,
510880.SS,2014-06-11C,Long,
510880.SS,2014-06-12A,Long,
510880.SS,2014-06-12C,Long,
510880.SS,2014-06-13A,Long,
510880.SS,2014-06-13C,Long,
510880.SS,2014-06-16A,Long,
510880.SS,2014-06-16C,Long,
510880.SS,2014-06-17A,Long,
510880.SS,2014-06-17C,Long,
510880.SS,2014-06-18A,Long,
510880.SS,2014-06-18C,Long,
510880.SS,2014-06-19A,Long,
510880.SS,2014-06-19C,Empty,
510880.SS,2014-06-20A,Empty,
510880.SS,2014-06-20C,Empty,
510880.SS,2014-06-23A,Empty,
510880.SS,2014-06-23C,Empty,
510880.SS,2014-06-24A,Empty,
510880.SS,2014-06-24C,Empty,
510880.SS,2014-06-25A,Empty,
510880.SS,2014-06-25C,Empty,
510880.SS,2014-06-26A,Empty,
510880.SS,2014-06-26C,Long,
510880.SS,2014-06-27A,Empty,
510880.SS,2014-06-27C,Long,
510880.SS,2014-06-30A,Long,
510880.SS,2014-06-30C,Long,
510880.SS,2014-07-01A,Long,
510880.SS,2014-07-01C,Long,
510880.SS,2014-07-02A,Long,
510880.SS,2014-07-02C,Long,
510880.SS,2014-07-03A,Long,
510880.SS,2014-07-03C,Long,
510880.SS,2014-07-04A,Long,
510880.SS,2014-07-04C,Long,
510880.SS,2014-07-07A,Long,
510880.SS,2014-07-07C,Long,
510880.SS,2014-07-08A,Long,
510880.SS,2014-07-08C,Long,
510880.SS,2014-07-09A,Long,
510880.SS,2014-07-09C,Empty,
510880.SS,2014-07-10A,Empty,
510880.SS,2014-07-10C,Empty,
510880.SS,2014-07-11A,Empty,
510880.SS,2014-07-11C,Long,
510880.SS,2014-07-14A,Long,
510880.SS,2014-07-14C,Long,
510880.SS,2014-07-15A,Long,
510880.SS,2014-07-15C,Long,
510880.SS,2014-07-16A,Long,
510880.SS,2014-07-16C,Long,
510880.SS,2014-07-17A,Long,
510880.SS,2014-07-17C,Long,
510880.SS,2014-07-18A,Long,
510880.SS,2014-07-18C,Long,
510880.SS,2014-07-21A,Long,
510880.SS,2014-07-21C,Long,
510880.SS,2014-07-22A,Long,
510880.SS,2014-07-22C,Long,
510880.SS,2014-07-23A,Long,
510880.SS,2014-07-23C,Long,
510880.SS,2014-07-24A,Long,
510880.SS,2014-07-24C,Long,
510880.SS,2014-07-25A,Long,
510880.SS,2014-07-25C,Long,
510880.SS,2014-07-28A,Long,
510880.SS,2014-07-28C,Long,
510880.SS,2014-07-29A,Long,
510880.SS,2014-07-29C,Long,
510880.SS,2014-07-30A,Long,
510880.SS,2014-07-30C,Long,
510880.SS,2014-07-31A,Long,
510880.SS,2014-07-31C,Long,
510880.SS,2014-08-01A,Long,
510880.SS,2014-08-01C,Long,
510880.SS,2014-08-04A,Long,
510880.SS,2014-08-04C,Long,
510880.SS,2014-08-05A,Long,
510880.SS,2014-08-05C,Long,
510880.SS,2014-08-06A,Long,
510880.SS,2014-08-06C,Long,
510880.SS,2014-08-07A,Long,
510880.SS,2014-08-07C,Long,
510880.SS,2014-08-08A,Empty,
510880.SS,2014-08-08C,Long,
510880.SS,2014-08-11A,Empty,
510880.SS,2014-08-11C,Long,
510880.SS,2014-08-12A,Long,
510880.SS,2014-08-12C,Long,
510880.SS,2014-08-13A,Long,
510880.SS,2014-08-13C,Long,
510880.SS,2014-08-14A,Long,
510880.SS,2014-08-14C,Empty,
510880.SS,2014-08-15A,Empty,
510880.SS,2014-08-15C,Long,
510880.SS,2014-08-18A,Long,
510880.SS,2014-08-18C,Long,
510880.SS,2014-08-19A,Long,
510880.SS,2014-08-19C,Long,
510880.SS,2014-08-20A,Long,
510880.SS,2014-08-20C,Empty,
510880.SS,2014-08-21A,Empty,
510880.SS,2014-08-21C,Empty,
510880.SS,2014-08-22A,Empty,
510880.SS,2014-08-22C,Empty,
510880.SS,2014-08-25A,Empty,
510880.SS,2014-08-25C,Empty,
510880.SS,2014-08-26A,Empty,
510880.SS,2014-08-26C,Empty,
510880.SS,2014-08-27A,Empty,
510880.SS,2014-08-27C,Empty,
510880.SS,2014-08-28A,Empty,
510880.SS,2014-08-28C,Empty,
510880.SS,2014-08-29A,Empty,
510880.SS,2014-08-29C,Empty,
510880.SS,2014-09-01A,Empty,
510880.SS,2014-09-01C,Empty,
510880.SS,2014-09-02A,Empty,
510880.SS,2014-09-02C,Long,
510880.SS,2014-09-03A,Long,
510880.SS,2014-09-03C,Long,
510880.SS,2014-09-04A,Long,
510880.SS,2014-09-04C,Long,
510880.SS,2014-09-05A,Long,
510880.SS,2014-09-05C,Long,
510880.SS,2014-09-09A,Long,
510880.SS,2014-09-09C,Long,
510880.SS,2014-09-10A,Long,
510880.SS,2014-09-10C,Long,
510880.SS,2014-09-11A,Long,
510880.SS,2014-09-11C,Long,
510880.SS,2014-09-12A,Long,
510880.SS,2014-09-12C,Long,
510880.SS,2014-09-15A,Long,
510880.SS,2014-09-15C,Long,
510880.SS,2014-09-16A,Long,
510880.SS,2014-09-16C,Empty,
510880.SS,2014-09-17A,Empty,
510880.SS,2014-09-17C,Empty,
510880.SS,2014-09-18A,Empty,
510880.SS,2014-09-18C,Empty,
510880.SS,2014-09-19A,Empty,
510880.SS,2014-09-19C,Long,
510880.SS,2014-09-22A,Long,
510880.SS,2014-09-22C,Empty,
510880.SS,2014-09-23A,Empty,
510880.SS,2014-09-23C,Empty,
510880.SS,2014-09-24A,Empty,
510880.SS,2014-09-24C,Long,
510880.SS,2014-09-25A,Long,
510880.SS,2014-09-25C,Long,
510880.SS,2014-09-26A,Long,
510880.SS,2014-09-26C,Long,
510880.SS,2014-09-29A,Long,
510880.SS,2014-09-29C,Long,
510880.SS,2014-09-30A,Long,
510880.SS,2014-09-30C,Long,
510880.SS,2014-10-08A,Long,
510880.SS,2014-10-08C,Long,
510880.SS,2014-10-09A,Long,
510880.SS,2014-10-09C,Long,
510880.SS,2014-10-10A,Long,
510880.SS,2014-10-10C,Long,
510880.SS,2014-10-13A,Empty,
510880.SS,2014-10-13C,Empty,
510880.SS,2014-10-14A,Empty,
510880.SS,2014-10-14C,Empty,
510880.SS,2014-10-15A,Empty,
510880.SS,2014-10-15C,Empty,
510880.SS,2014-10-16A,Empty,
510880.SS,2014-10-16C,Empty,
510880.SS,2014-10-17A,Empty,
510880.SS,2014-10-17C,Empty,
510880.SS,2014-10-20A,Empty,
510880.SS,2014-10-20C,Long,
510880.SS,2014-10-21A,Long,
510880.SS,2014-10-21C,Empty,
510880.SS,2014-10-22A,Empty,
510880.SS,2014-10-22C,Empty,
510880.SS,2014-10-23A,Empty,
510880.SS,2014-10-23C,Empty,
510880.SS,2014-10-24A,Empty,
510880.SS,2014-10-24C,Empty,
510880.SS,2014-10-27A,Empty,
510880.SS,2014-10-27C,Empty,
510880.SS,2014-10-28A,Empty,
510880.SS,2014-10-28C,Empty,
510880.SS,2014-10-29A,Empty,
510880.SS,2014-10-29C,Long,
510880.SS,2014-10-30A,Long,
510880.SS,2014-10-30C,Long,
510880.SS,2014-10-31A,Long,
510880.SS,2014-10-31C,Long,
510880.SS,2014-11-03A,Long,
510880.SS,2014-11-03C,Long,
510880.SS,2014-11-04A,Long,
510880.SS,2014-11-04C,Long,
510880.SS,2014-11-05A,Long,
510880.SS,2014-11-05C,Long,
510880.SS,2014-11-06A,Long,
510880.SS,2014-11-06C,Long,
510880.SS,2014-11-07A,Long,
510880.SS,2014-11-07C,Long,
510880.SS,2014-11-10A,Long,
510880.SS,2014-11-10C,Long,
510880.SS,2014-11-11A,Long,
510880.SS,2014-11-11C,Long,
510880.SS,2014-11-12A,Long,
510880.SS,2014-11-12C,Long,
510880.SS,2014-11-13A,Long,
510880.SS,2014-11-13C,Long,
510880.SS,2014-11-14A,Long,
510880.SS,2014-11-14C,Long,
510880.SS,2014-11-17A,Long,
510880.SS,2014-11-17C,Long,
510880.SS,2014-11-18A,Long,
510880.SS,2014-11-18C,Empty,
510880.SS,2014-11-19A,Empty,
510880.SS,2014-11-19C,Empty,
510880.SS,2014-11-20A,Empty,
510880.SS,2014-11-20C,Empty,
510880.SS,2014-11-21A,Empty,
510880.SS,2014-11-21C,Long,
510880.SS,2014-11-24A,Long,
510880.SS,2014-11-24C,Long,
510880.SS,2014-11-25A,Long,
510880.SS,2014-11-25C,Long,
510880.SS,2014-11-26A,Long,
510880.SS,2014-11-26C,Long,
510880.SS,2014-11-27A,Long,
510880.SS,2014-11-27C,Long,
510880.SS,2014-11-28A,Long,
510880.SS,2014-11-28C,Long,
510880.SS,2014-12-01A,Long,
510880.SS,2014-12-01C,Long,
510880.SS,2014-12-02A,Long,
510880.SS,2014-12-02C,Long,
510880.SS,2014-12-03A,Long,
510880.SS,2014-12-03C,Long,
510880.SS,2014-12-04A,Long,
510880.SS,2014-12-04C,Long,
510880.SS,2014-12-05A,Long,
510880.SS,2014-12-05C,Long,
510880.SS,2014-12-08A,Long,
510880.SS,2014-12-08C,Long,
510880.SS,2014-12-09A,Long,
510880.SS,2014-12-09C,Long,
510880.SS,2014-12-10A,Long,
510880.SS,2014-12-10C,Long,
510880.SS,2014-12-11A,Long,
510880.SS,2014-12-11C,Long,
510880.SS,2014-12-12A,Long,
510880.SS,2014-12-12C,Long,
510880.SS,2014-12-15A,Long,
510880.SS,2014-12-15C,Long,
510880.SS,2014-12-16A,Long,
510880.SS,2014-12-16C,Long,
510880.SS,2014-12-17A,Long,
510880.SS,2014-12-17C,Long,
510880.SS,2014-12-18A,Long,
510880.SS,2014-12-18C,Long,
510880.SS,2014-12-19A,Long,
510880.SS,2014-12-19C,Long,
510880.SS,2014-12-22A,Long,
510880.SS,2014-12-22C,Long,
510880.SS,2014-12-23A,Long,
510880.SS,2014-12-23C,Long,
510880.SS,2014-12-24A,Empty,
510880.SS,2014-12-24C,Empty,
510880.SS,2014-12-25A,Empty,
510880.SS,2014-12-25C,Long,
510880.SS,2014-12-26A,Long,
510880.SS,2014-12-26C,Long,
510880.SS,2014-12-29A,Long,
510880.SS,2014-12-29C,Long,
510880.SS,2014-12-30A,Long,
510880.SS,2014-12-30C,Long,
510880.SS,2014-12-31A,Long,
510880.SS,2014-12-31C,Long,
510880.SS,2015-01-05A,Long,
510880.SS,2015-01-05C,Long,
510880.SS,2015-01-06A,Long,
510880.SS,2015-01-06C,Long,
510880.SS,2015-01-07A,Long,
510880.SS,2015-01-07C,Long,
510880.SS,2015-01-08A,Long,
510880.SS,2015-01-08C,Empty,
510880.SS,2015-01-09A,Empty,
510880.SS,2015-01-09C,Empty,
510880.SS,2015-01-12A,Empty,
510880.SS,2015-01-12C,Empty,
510880.SS,2015-01-13A,Empty,
510880.SS,2015-01-13C,Empty,
510880.SS,2015-01-14A,Empty,
510880.SS,2015-01-14C,Empty,
510880.SS,2015-01-15A,Empty,
510880.SS,2015-01-15C,Long,
510880.SS,2015-01-16A,Long,
510880.SS,2015-01-16C,Long,
510880.SS,2015-01-19A,Empty,
510880.SS,2015-01-19C,Empty,
510880.SS,2015-01-20A,Empty,
510880.SS,2015-01-20C,Empty,
510880.SS,2015-01-21A,Empty,
510880.SS,2015-01-21C,Long,
510880.SS,2015-01-22A,Long,
510880.SS,2015-01-22C,Long,
510880.SS,2015-01-23A,Long,
510880.SS,2015-01-23C,Empty,
510880.SS,2015-01-26A,Long,
510880.SS,2015-01-26C,Long,
510880.SS,2015-01-27A,Long,
510880.SS,2015-01-27C,Long,
510880.SS,2015-01-28A,Empty,
510880.SS,2015-01-28C,Empty,
510880.SS,2015-01-29A,Empty,
510880.SS,2015-01-29C,Empty,
510880.SS,2015-01-30A,Empty,
510880.SS,2015-01-30C,Empty,
510880.SS,2015-02-02A,Empty,
510880.SS,2015-02-02C,Empty,
510880.SS,2015-02-03A,Empty,
510880.SS,2015-02-03C,Empty,
510880.SS,2015-02-04A,Empty,
510880.SS,2015-02-04C,Empty,
510880.SS,2015-02-05A,Empty,
510880.SS,2015-02-05C,Empty,
510880.SS,2015-02-06A,Empty,
510880.SS,2015-02-06C,Empty,
510880.SS,2015-02-09A,Empty,
510880.SS,2015-02-09C,Empty,
510880.SS,2015-02-10A,Empty,
510880.SS,2015-02-10C,Empty,
510880.SS,2015-02-11A,Empty,
510880.SS,2015-02-11C,Empty,
510880.SS,2015-02-12A,Empty,
510880.SS,2015-02-12C,Empty,
510880.SS,2015-02-13A,Empty,
510880.SS,2015-02-13C,Long,
510880.SS,2015-02-16A,Long,
510880.SS,2015-02-16C,Long,
510880.SS,2015-02-17A,Long,
510880.SS,2015-02-17C,Long,
510880.SS,2015-02-25A,Long,
510880.SS,2015-02-25C,Long,
510880.SS,2015-02-26A,Long,
510880.SS,2015-02-26C,Long,
510880.SS,2015-02-27A,Long,
510880.SS,2015-02-27C,Long,
510880.SS,2015-03-02A,Long,
510880.SS,2015-03-02C,Long,
510880.SS,2015-03-03A,Long,
510880.SS,2015-03-03C,Long,
510880.SS,2015-03-04A,Long,
510880.SS,2015-03-04C,Long,
510880.SS,2015-03-05A,Long,
510880.SS,2015-03-05C,Long,
510880.SS,2015-03-06A,Long,
510880.SS,2015-03-06C,Empty,
510880.SS,2015-03-09A,Empty,
510880.SS,2015-03-09C,Long,
510880.SS,2015-03-10A,Long,
510880.SS,2015-03-10C,Long,
510880.SS,2015-03-11A,Long,
510880.SS,2015-03-11C,Long,
510880.SS,2015-03-12A,Long,
510880.SS,2015-03-12C,Long,
510880.SS,2015-03-13A,Long,
510880.SS,2015-03-13C,Long,
510880.SS,2015-03-16A,Long,
510880.SS,2015-03-16C,Long,
510880.SS,2015-03-17A,Long,
510880.SS,2015-03-17C,Long,
510880.SS,2015-03-18A,Long,
510880.SS,2015-03-18C,Long,
510880.SS,2015-03-19A,Long,
510880.SS,2015-03-19C,Long,
510880.SS,2015-03-20A,Long,
510880.SS,2015-03-20C,Long,
510880.SS,2015-03-23A,Long,
510880.SS,2015-03-23C,Long,
510880.SS,2015-03-24A,Long,
510880.SS,2015-03-24C,Long,
510880.SS,2015-03-25A,Long,
510880.SS,2015-03-25C,Long,
510880.SS,2015-03-26A,Long,
510880.SS,2015-03-26C,Long,
510880.SS,2015-03-27A,Long,
510880.SS,2015-03-27C,Long,
510880.SS,2015-03-30A,Long,
510880.SS,2015-03-30C,Long,
510880.SS,2015-03-31A,Long,
510880.SS,2015-03-31C,Long,
510880.SS,2015-04-01A,Long,
510880.SS,2015-04-01C,Long,
510880.SS,2015-04-02A,Long,
510880.SS,2015-04-02C,Long,
510880.SS,2015-04-03A,Long,
510880.SS,2015-04-03C,Long,
510880.SS,2015-04-07A,Long,
510880.SS,2015-04-07C,Long,
510880.SS,2015-04-08A,Long,
510880.SS,2015-04-08C,Long,
510880.SS,2015-04-09A,Long,
510880.SS,2015-04-09C,Long,
510880.SS,2015-04-10A,Long,
510880.SS,2015-04-10C,Long,
510880.SS,2015-04-13A,Long,
510880.SS,2015-04-13C,Long,
510880.SS,2015-04-14A,Long,
510880.SS,2015-04-14C,Long,
510880.SS,2015-04-15A,Long,
510880.SS,2015-04-15C,Long,
510880.SS,2015-04-16A,Long,
510880.SS,2015-04-16C,Long,
510880.SS,2015-04-17A,Long,
510880.SS,2015-04-17C,Long,
510880.SS,2015-04-20A,Long,
510880.SS,2015-04-20C,Long,
